image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00005.jpg,0.9414588212966919,0.25063028931617737,0.14901910722255707,0.11530695855617523,0.5651689171791077,0.25854358077049255,0.2202271670103073,0.6705053448677063
img_00007.jpg,0.9333198666572571,0.26528745889663696,0.1638401448726654,0.13160379230976105,0.550087571144104,0.26752611994743347,0.23042210936546326,0.6500020623207092
img_00009.jpg,0.9023080468177795,0.29632502794265747,0.1994282454252243,0.16591942310333252,0.5469055771827698,0.29733026027679443,0.26636970043182373,0.6350984573364258
img_00018.jpg,0.9623988270759583,0.21811708807945251,0.11674635857343674,0.08808670192956924,0.568328320980072,0.22207076847553253,0.18489143252372742,0.6849376559257507
img_00027.jpg,0.929404616355896,0.2672763466835022,0.166428804397583,0.131724551320076,0.5550366044044495,0.27118542790412903,0.23790180683135986,0.658685028553009
img_00030.jpg,0.9456812739372253,0.24389101564884186,0.14328210055828094,0.10872989892959595,0.5637041926383972,0.24758872389793396,0.21725597977638245,0.6793599128723145
img_00040.jpg,0.9452608823776245,0.24752594530582428,0.14384210109710693,0.11104731261730194,0.5602026581764221,0.2484298050403595,0.21721462905406952,0.6752820611000061
img_00046.jpg,0.9635084271430969,0.2154809683561325,0.1143040657043457,0.0835341066122055,0.5687603950500488,0.21730953454971313,0.18747657537460327,0.6987127065658569
img_00053.jpg,0.9842729568481445,0.16074779629707336,0.07278710603713989,0.05010782182216644,0.5848315358161926,0.16674384474754333,0.13468019664287567,0.7322363257408142
img_00071.jpg,0.9420382976531982,0.2514549493789673,0.1504175066947937,0.11621642857789993,0.5583148002624512,0.2596140503883362,0.21942350268363953,0.6662226319313049
img_00075.jpg,0.9393194317817688,0.25914332270622253,0.1542089581489563,0.12276739627122879,0.5536080002784729,0.25863876938819885,0.22180883586406708,0.6587184071540833
img_00102.jpg,0.9464283585548401,0.2436833679676056,0.1422841101884842,0.10940849781036377,0.5631731748580933,0.24614307284355164,0.21503227949142456,0.6755116581916809
img_00103.jpg,0.9638103246688843,0.2130630761384964,0.11448923498392105,0.08754801005125046,0.5772426724433899,0.21915453672409058,0.18120621144771576,0.6861622929573059
img_00109.jpg,0.9650313258171082,0.21692325174808502,0.10900368541479111,0.0806027203798294,0.5720618367195129,0.2159600704908371,0.18190905451774597,0.7033094763755798
img_00119.jpg,0.9650911688804626,0.2141880840063095,0.10856559127569199,0.08147983253002167,0.5786442756652832,0.21242696046829224,0.17906340956687927,0.6980897784233093
img_00120.jpg,0.9465621709823608,0.2444503754377365,0.14250455796718597,0.10946022719144821,0.5608299970626831,0.24706663191318512,0.215357705950737,0.6753941178321838
img_00125.jpg,0.9471569061279297,0.24733707308769226,0.1449948400259018,0.1127888411283493,0.5537799596786499,0.25029563903808594,0.21158082783222198,0.6637764573097229
