ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT,image
0.3174003064632416,0.038653627038002014,0.02979402057826519,0.013500981964170933,0.36647847294807434,0.051141008734703064,0.03283544257283211,0.1501961499452591,img_00005.jpg
0.47081685066223145,0.0568075068295002,0.030566534027457237,0.020124424248933792,0.11029348522424698,0.0943823829293251,0.04494937136769295,0.17205949127674103,img_00007.jpg
0.5492038130760193,0.04598887637257576,0.022019336000084877,0.015282130800187588,0.101967453956604,0.08456669002771378,0.03422064706683159,0.14675110578536987,img_00009.jpg
0.44426098465919495,0.06227154657244682,0.03263251110911369,0.020998699590563774,0.11374066025018692,0.09479274600744247,0.04896213486790657,0.18234074115753174,img_00018.jpg
0.503520667552948,0.04889810457825661,0.022956468164920807,0.018392281606793404,0.10436204820871353,0.11139897257089615,0.03696620836853981,0.15350531041622162,img_00027.jpg
0.582219123840332,0.042446333914995193,0.022264080122113228,0.01395543571561575,0.103140689432621,0.059984494000673294,0.03206710144877434,0.143922820687294,img_00030.jpg
0.4334714412689209,0.06317602097988129,0.032186541706323624,0.020940780639648438,0.10162428766489029,0.10149645805358887,0.05647661164402962,0.19062793254852295,img_00040.jpg
0.5860905051231384,0.03812849149107933,0.022562270984053612,0.013552560470998287,0.11545198410749435,0.053854744881391525,0.03140411153435707,0.13895535469055176,img_00046.jpg
0.5266936421394348,0.045462679117918015,0.02129923738539219,0.016622552648186684,0.10254072397947311,0.10815764218568802,0.035289350897073746,0.1439342349767685,img_00053.jpg
0.5600315928459167,0.044884249567985535,0.02333594299852848,0.015138491988182068,0.09745949506759644,0.07089265435934067,0.03299291804432869,0.1552646905183792,img_00071.jpg
0.46996593475341797,0.05174093320965767,0.023131808266043663,0.020016001537442207,0.10293944925069809,0.1377599686384201,0.040988001972436905,0.15345795452594757,img_00075.jpg
0.5887137055397034,0.04072687029838562,0.02108752727508545,0.014026609249413013,0.09426214545965195,0.06909983605146408,0.03189856931567192,0.14018476009368896,img_00102.jpg
0.30675119161605835,0.035710785537958145,0.020297622308135033,0.013181336224079132,0.4155595600605011,0.05098159983754158,0.030788278207182884,0.12672968208789825,img_00103.jpg
0.6304654479026794,0.03589657321572304,0.020434098318219185,0.013195150531828403,0.0881011113524437,0.05123976245522499,0.030798019841313362,0.12986989319324493,img_00109.jpg
0.3067558705806732,0.03571796417236328,0.020763305947184563,0.013181346468627453,0.41478633880615234,0.05098159983754158,0.03078995645046234,0.12702368199825287,img_00119.jpg
0.37029656767845154,0.05026919022202492,0.04289771243929863,0.017316289246082306,0.09622702747583389,0.07094253599643707,0.05695362761616707,0.29509708285331726,img_00120.jpg
0.43337738513946533,0.07123824954032898,0.027560940012335777,0.01964072324335575,0.10021070390939713,0.10047927498817444,0.06723546981811523,0.18025730550289154,img_00125.jpg
0.30677834153175354,0.03610333427786827,0.03050898015499115,0.01318196952342987,0.08245100826025009,0.05098210275173187,0.03079722635447979,0.44919705390930176,img_00128.jpg
0.4512460231781006,0.06148175895214081,0.028236811980605125,0.021127797663211823,0.10259905457496643,0.11437497287988663,0.04961378872394562,0.171319842338562,img_00129.jpg
0.3067533075809479,0.035710785537958145,0.02033359929919243,0.013181339018046856,0.4155052602291107,0.05098159983754158,0.030788280069828033,0.12674583494663239,img_00133.jpg
0.5464866757392883,0.042144645005464554,0.02546723000705242,0.014973465353250504,0.1058855652809143,0.06328582763671875,0.03404422476887703,0.16771245002746582,img_00138.jpg
0.3122533857822418,0.07275375723838806,0.05930274352431297,0.013441488146781921,0.09192097187042236,0.052237626165151596,0.031697828322649,0.3663922846317291,img_00141.jpg
0.3078702688217163,0.03605656325817108,0.04201676324009895,0.013194878585636616,0.08612648397684097,0.05100978538393974,0.03091142326593399,0.4328138828277588,img_00152.jpg
0.3068728744983673,0.03591226413846016,0.035635143518447876,0.013182811439037323,0.08403146266937256,0.05098538473248482,0.03080580197274685,0.44257426261901855,img_00161.jpg
0.5347239375114441,0.03605589270591736,0.021380625665187836,0.013403661549091339,0.18090303242206573,0.0514603815972805,0.030858980491757393,0.13121356070041656,img_00164.jpg
0.45888552069664,0.045194294303655624,0.021698132157325745,0.0294166449457407,0.11515942960977554,0.13896793127059937,0.03327490761876106,0.15740324556827545,img_00170.jpg
0.4404517114162445,0.04178356006741524,0.021121172234416008,0.04610335826873779,0.1301407366991043,0.12727081775665283,0.03158227726817131,0.16154642403125763,img_00171.jpg
0.30675116181373596,0.035710785537958145,0.02029581554234028,0.013181336224079132,0.4155614674091339,0.05098159983754158,0.030788278207182884,0.1267295628786087,img_00172.jpg
0.4711962044239044,0.042784225195646286,0.02086757682263851,0.02072737365961075,0.10516379028558731,0.1637313812971115,0.033221129328012466,0.1423083394765854,img_00175.jpg
0.328366219997406,0.04369954392313957,0.050519268959760666,0.01386007759720087,0.10078700631856918,0.05511295422911644,0.0342353880405426,0.3734196126461029,img_00180.jpg
0.30678918957710266,0.0357108972966671,0.020337888970971107,0.013181340880692005,0.4154711663722992,0.05098159983754158,0.030788293108344078,0.12673966586589813,img_00196.jpg
0.3859979212284088,0.05216517671942711,0.046588148921728134,0.016222087666392326,0.10754051804542542,0.0717427209019661,0.04355840012431145,0.2761850655078888,img_00212.jpg
0.48309025168418884,0.06342814117670059,0.030889717862010002,0.01832430809736252,0.10256186872720718,0.08368551731109619,0.03744859620928764,0.18057167530059814,img_00223.jpg
0.44766417145729065,0.06323529034852982,0.030108481645584106,0.02110307849943638,0.10440552234649658,0.10646136850118637,0.04857432842254639,0.17844779789447784,img_00230.jpg
0.3313368856906891,0.16390745341777802,0.028684884309768677,0.01541986595839262,0.09206262975931168,0.05777539685368538,0.07495013624429703,0.23586277663707733,img_00232.jpg
0.42354288697242737,0.05793677270412445,0.030225470662117004,0.0397585965692997,0.11316101998090744,0.09235367923974991,0.03825730085372925,0.20476432144641876,img_00244.jpg
