image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00005.jpg,0.8933422565460205,0.15722578763961792,0.15431514382362366,0.09872644394636154,0.48992788791656494,0.3355945646762848,0.15096820890903473,0.7114683985710144
img_00007.jpg,0.8739700317382812,0.18073169887065887,0.17996256053447723,0.1211978867650032,0.4931385815143585,0.3585855960845947,0.17281733453273773,0.6878894567489624
img_00009.jpg,0.8362623453140259,0.21741347014904022,0.2174280285835266,0.1562187224626541,0.49088913202285767,0.3762458860874176,0.21665062010288239,0.6648280620574951
img_00018.jpg,0.9159256815910339,0.1339511275291443,0.13478468358516693,0.08012349903583527,0.4975030720233917,0.3284105062484741,0.12993550300598145,0.7253574728965759
img_00027.jpg,0.8993209004402161,0.1508108675479889,0.1503886729478836,0.0930660143494606,0.4806686341762543,0.3334965407848358,0.15194454789161682,0.7173552513122559
img_00030.jpg,0.8994743227958679,0.15077988803386688,0.14842663705348969,0.09212537109851837,0.48905956745147705,0.3308675289154053,0.14958491921424866,0.7170109748840332
img_00040.jpg,0.9120143055915833,0.1344657838344574,0.13504722714424133,0.0807165876030922,0.4777165949344635,0.32354268431663513,0.13965952396392822,0.7312859892845154
img_00046.jpg,0.9284391403198242,0.11605363339185715,0.11610573530197144,0.0648803636431694,0.48356515169143677,0.3116130232810974,0.11812905967235565,0.7446532249450684
img_00053.jpg,0.9496723413467407,0.0860934779047966,0.08777957409620285,0.046362634748220444,0.49595654010772705,0.2965748906135559,0.08785849064588547,0.7680574059486389
img_00071.jpg,0.8870653510093689,0.17021982371807098,0.1648080050945282,0.10702989250421524,0.4961690604686737,0.3465290069580078,0.15496684610843658,0.698352575302124
img_00075.jpg,0.880050778388977,0.17454828321933746,0.17396971583366394,0.11490944027900696,0.4909558892250061,0.35024791955947876,0.16882316768169403,0.6958471536636353
img_00102.jpg,0.9115606546401978,0.1364525854587555,0.1373922973871231,0.08145812153816223,0.47955796122550964,0.3238092362880707,0.1389068067073822,0.7311073541641235
img_00103.jpg,0.9133061170578003,0.13142967224121094,0.1331847906112671,0.08134432137012482,0.4981953799724579,0.328482449054718,0.1317485272884369,0.72779780626297
img_00109.jpg,0.9260588884353638,0.12063324451446533,0.11874797940254211,0.0671059861779213,0.4871719479560852,0.3093707263469696,0.12083732336759567,0.7465307712554932
img_00119.jpg,0.9365484118461609,0.10701620578765869,0.10650724917650223,0.0575442798435688,0.48527324199676514,0.29762381315231323,0.10765983164310455,0.76044762134552
img_00120.jpg,0.9012071490287781,0.14859050512313843,0.1487531065940857,0.09156530350446701,0.4805389940738678,0.3333010673522949,0.1505882740020752,0.7193730473518372
img_00125.jpg,0.8959861993789673,0.15608082711696625,0.15478365123271942,0.0989522859454155,0.4887411296367645,0.3410792350769043,0.14808133244514465,0.7085174322128296
img_00128.jpg,0.9374886155128479,0.10543297231197357,0.10447072237730026,0.056114424020051956,0.47130274772644043,0.2947182059288025,0.10490435361862183,0.7611688375473022
img_00129.jpg,0.9109600782394409,0.13571666181087494,0.1363048404455185,0.08174402266740799,0.47740083932876587,0.3246234059333801,0.1409897357225418,0.7300558686256409
img_00133.jpg,0.8658315539360046,0.18690639734268188,0.18726278841495514,0.12630200386047363,0.48503991961479187,0.35795778036117554,0.18778668344020844,0.6874198913574219
img_00138.jpg,0.90263831615448,0.1443423479795456,0.14534595608711243,0.09162303060293198,0.4937076270580292,0.3376566469669342,0.1446199268102646,0.7156493067741394
img_00141.jpg,0.9410290718078613,0.10054854303598404,0.10004275292158127,0.05275670439004898,0.4695841073989868,0.2920106053352356,0.10288213938474655,0.7658051252365112
img_00152.jpg,0.9012578725814819,0.14686670899391174,0.14622150361537933,0.09126214683055878,0.48084452748298645,0.33132705092430115,0.15158288180828094,0.7200178503990173
img_00161.jpg,0.8832811713218689,0.17028257250785828,0.17168845236301422,0.10853882133960724,0.47671017050743103,0.34747523069381714,0.17498216032981873,0.7023808360099792
img_00164.jpg,0.9416346549987793,0.10195408761501312,0.1024739146232605,0.05392128601670265,0.4834102392196655,0.301190048456192,0.09999806433916092,0.7582603693008423
img_00170.jpg,0.9084510803222656,0.13974477350711823,0.13901571929454803,0.08473760634660721,0.4946967363357544,0.33199018239974976,0.13762107491493225,0.7218959331512451
img_00171.jpg,0.9084181785583496,0.14064237475395203,0.14010187983512878,0.08549129217863083,0.5000249147415161,0.33366677165031433,0.13698454201221466,0.7193719744682312
img_00172.jpg,0.920225203037262,0.12743891775608063,0.125507190823555,0.07385323941707611,0.4941340982913971,0.31807824969291687,0.12131047993898392,0.7357664108276367
img_00175.jpg,0.9131338000297546,0.13456223905086517,0.1338338404893875,0.08062225580215454,0.5002508163452148,0.3288700580596924,0.1306339055299759,0.7248425483703613
img_00180.jpg,0.9245125651359558,0.1221538782119751,0.1236511692404747,0.0686875507235527,0.4761025011539459,0.3141250014305115,0.12952861189842224,0.743941068649292
img_00196.jpg,0.9237346649169922,0.1229264885187149,0.12221444398164749,0.06962404400110245,0.4880139231681824,0.31151342391967773,0.12299598753452301,0.7442100644111633
img_00212.jpg,0.9151020646095276,0.1357521414756775,0.1378425657749176,0.0788535326719284,0.4784591495990753,0.3242587447166443,0.144967719912529,0.7363540530204773
img_00223.jpg,0.9118280410766602,0.1369907408952713,0.13716521859169006,0.08184273540973663,0.4951117932796478,0.3344202935695648,0.1347355991601944,0.7200530767440796
img_00230.jpg,0.8737857341766357,0.180451437830925,0.17910562455654144,0.12013611197471619,0.4917301833629608,0.35606077313423157,0.17434555292129517,0.6897135376930237
img_00232.jpg,0.9274387955665588,0.121186263859272,0.11896748840808868,0.0666268840432167,0.47873973846435547,0.3085438311100006,0.11777152866125107,0.74683678150177
img_00244.jpg,0.8837867975234985,0.1665349304676056,0.16563117504119873,0.10990778356790543,0.4911012351512909,0.3496266007423401,0.16393059492111206,0.6998055577278137
img_00272.jpg,0.9316941499710083,0.11243996769189835,0.11368831992149353,0.06406328827142715,0.4925154447555542,0.3125958740711212,0.10933434963226318,0.7443366646766663
img_00280.jpg,0.9343133568763733,0.10962770134210587,0.1080557256937027,0.05996245890855789,0.4850926399230957,0.3022931218147278,0.1079925000667572,0.7536109685897827
img_00282.jpg,0.9117653965950012,0.13681644201278687,0.13612501323223114,0.08227097243070602,0.5001292824745178,0.3306260108947754,0.13284622132778168,0.7228329181671143
img_00285.jpg,0.8894200325012207,0.1625647246837616,0.16217659413814545,0.103108711540699,0.4843086898326874,0.3419441878795624,0.16283440589904785,0.7070313096046448
img_00289.jpg,0.910222589969635,0.1350497603416443,0.13595031201839447,0.08315570652484894,0.48497113585472107,0.32624632120132446,0.13780805468559265,0.7285138964653015
img_00292.jpg,0.8977223038673401,0.15292422473430634,0.15199215710163116,0.09496179223060608,0.48541685938835144,0.33561763167381287,0.15334853529930115,0.7161763310432434
img_00302.jpg,0.9160065054893494,0.129786878824234,0.1303834617137909,0.07686290144920349,0.4773257076740265,0.3201715350151062,0.1349559873342514,0.7354614734649658
img_00311.jpg,0.9092704057693481,0.13835440576076508,0.13826677203178406,0.08340571820735931,0.4748455286026001,0.32728496193885803,0.13830065727233887,0.7239930033683777
img_00320.jpg,0.9292985796928406,0.11574390530586243,0.11648274213075638,0.06464271992444992,0.4721375107765198,0.30654531717300415,0.11987324804067612,0.7502012252807617
img_00331.jpg,0.8987326622009277,0.1508343666791916,0.15099620819091797,0.0940648764371872,0.48224347829818726,0.3344363570213318,0.15366895496845245,0.7180221080780029
