ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT,image
0.24363693594932556,0.03729163855314255,0.023487983271479607,0.009489329531788826,0.505662739276886,0.031627632677555084,0.021140366792678833,0.12766337394714355,img_00005.jpg
0.6000725030899048,0.04287812113761902,0.02187156118452549,0.01575726456940174,0.09001196920871735,0.07503338903188705,0.026710916310548782,0.127664253115654,img_00007.jpg
0.5877807140350342,0.045739635825157166,0.018781837075948715,0.017739858478307724,0.08314193785190582,0.09787039458751678,0.02542473003268242,0.12352088838815689,img_00009.jpg
0.5701146125793457,0.04753369837999344,0.019978592172265053,0.015729380771517754,0.0895000472664833,0.09100507199764252,0.029283225536346436,0.13685539364814758,img_00018.jpg
0.44016608595848083,0.0525360032916069,0.03209442272782326,0.015076225623488426,0.08954270929098129,0.07371048629283905,0.0625479519367218,0.2343260943889618,img_00027.jpg
0.5148410797119141,0.05245404690504074,0.02521458826959133,0.019858287647366524,0.10147879272699356,0.080772265791893,0.04714422672986984,0.15823674201965332,img_00030.jpg
0.3914090692996979,0.05874570459127426,0.03253414109349251,0.017638463526964188,0.08517671376466751,0.09622156620025635,0.07225559651851654,0.24601876735687256,img_00040.jpg
0.612407922744751,0.04840228706598282,0.016813481226563454,0.010348028503358364,0.10227788984775543,0.04843767732381821,0.033229731023311615,0.1280830055475235,img_00046.jpg
0.6693728566169739,0.03823285177350044,0.015003988519310951,0.011027952656149864,0.07636945694684982,0.05857653170824051,0.02170710265636444,0.1097092404961586,img_00053.jpg
0.5979672074317932,0.061133384704589844,0.018576260656118393,0.027797585353255272,0.08829091489315033,0.04708048701286316,0.027979571372270584,0.13117457926273346,img_00071.jpg
0.6004124879837036,0.04595303162932396,0.020252304151654243,0.018820825964212418,0.08935564011335373,0.07187235355377197,0.027283495292067528,0.12604983150959015,img_00075.jpg
0.5614559650421143,0.03728630393743515,0.01762993633747101,0.010759610682725906,0.07050810754299164,0.05205325037240982,0.02569667063653469,0.22461016476154327,img_00102.jpg
0.44874119758605957,0.04039929434657097,0.021510455757379532,0.01233796589076519,0.2775309979915619,0.04545850306749344,0.0222922470420599,0.1317293345928192,img_00103.jpg
0.5621410608291626,0.0464913509786129,0.020522041246294975,0.01699380949139595,0.0940992683172226,0.06768527626991272,0.03045615926384926,0.16161099076271057,img_00109.jpg
0.2470596730709076,0.05305081605911255,0.029588084667921066,0.010452283546328545,0.42954549193382263,0.034934092313051224,0.02475547231733799,0.17061413824558258,img_00119.jpg
0.30170026421546936,0.04591876268386841,0.04040798917412758,0.013186424970626831,0.06609045714139938,0.097079798579216,0.04695931077003479,0.3886570930480957,img_00120.jpg
0.5231085419654846,0.057146888226270676,0.023013269528746605,0.022969508543610573,0.09906580299139023,0.08929026871919632,0.03508463129401207,0.1503210961818695,img_00125.jpg
0.1872776448726654,0.036105550825595856,0.1307925283908844,0.008074085228145123,0.0607147142291069,0.03241574019193649,0.01936602219939232,0.5252537131309509,img_00128.jpg
0.3758825361728668,0.06214205175638199,0.0327480211853981,0.016798686236143112,0.08577792346477509,0.10012797266244888,0.06396016478538513,0.26256269216537476,img_00129.jpg
